date,product_category,brand,region,channel,season,base_price,unit_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index,competitor_price,month,day_of_week,is_weekend,quarter,competitor_price_ratio,price_to_avg_category,demand_lag_7,demand_lag_14,rolling_demand_28,seasonality_index
2023-09-17,2,17,1,0,0,324.66634143321534,269.62289744449555,0.0,16.423798710160106,3,13.03563975812621,3547.02546156214,251.7168803838339,0.0,111.94344371693312,290.23,9,6,1,3,0.9289973381266428,1.540881798772492,11.948676731012272,20.76558589327072,12.904820714674605,0.5
2021-05-19,3,27,5,2,0,322.36780353200555,319.4541862852868,0.0,4.1822966099934735,3,9.528872785421184,3084.2851345430176,267.0873634733953,0.0,89.03115795517816,305.3,5,2,0,2,1.046361566607556,1.8368052365335816,19.88759701117898,18.85960673822973,12.671809290650549,0.933
2023-04-06,1,24,5,2,1,433.5299789810997,444.6813199144707,0.544515342689423,0.0,-1,12.942152267945998,5673.032689292915,262.28124054687595,0.0,107.6401248060436,423.42,4,3,0,2,1.0502133104588132,1.9598573968984276,14.658512247930425,13.551716484804144,14.852703314431569,0.75
2023-08-09,7,6,4,1,1,394.9111697086049,382.7233748948529,0.1468572399065196,1.2077205490042875,-1,7.475875701052553,3188.356961081591,332.462836161538,0.0,119.08429277102915,370.16,8,2,0,3,1.033940390357826,2.068689647636708,5.540647343181052,12.19516810123642,7.468598723910321,0.75
2023-05-02,5,14,2,0,1,369.4832008781281,369.9699320422114,0.0,0.2817967902779393,-1,3.406735086369321,1160.5527436344423,266.1644374962932,0.0007160808395565,150.13067915283722,345.62,5,1,0,2,1.0704529021532647,1.622129451018054,2.775501568192438,1.7626699130841588,1.89202459448954,0.933
2022-08-23,4,23,2,2,1,8.385509283473368,15.109447008389504,0.0,20.975792003707205,4,9.073024333119,132.48008223309958,216.36198881082385,0.0015895807552954,82.1906301039192,15.33,8,1,0,3,0.9856129816301046,0.0783607012326381,10.77695543495996,10.097031493306114,12.658799577417083,0.75
2021-01-26,3,27,2,0,1,272.99652856635856,275.9986038323351,0.0,0.5628200984375794,-1,13.249971236315334,3700.1154696726026,420.3505459523568,0.001869669559433,85.89001229458428,252.13,1,1,0,1,1.094667845287491,1.287105106061069,23.69222745203233,22.82001938751511,18.248372033154222,0.067
2021-03-01,5,16,3,2,1,305.09125581491776,182.2702158555049,0.0,39.829905688902095,2,16.903055388631984,3197.8993503587667,307.7743490256509,0.0,163.87635119328888,171.02,3,0,0,1,1.065783042074055,0.9889348608377856,11.054981341815168,12.639766772857202,11.848375544873246,0.5
2021-11-15,6,24,0,2,1,261.6464716339665,257.12282326323185,0.2281167319023209,0.9832137831762332,-1,16.451928662160068,4320.369252352801,377.20605603244167,0.0,105.33827479976678,247.49,11,0,0,4,1.038922070642175,1.3086606430459573,20.284245425254856,19.0317562337892,19.926996812893236,0.067
2023-07-10,1,24,2,2,1,357.21786948602795,355.69294181905383,0.4481870521473179,0.0,-1,9.087798879279498,3233.138359281844,276.2231699721783,4.421204789301405e-05,110.31877878296118,380.98,7,0,0,3,0.9336262843693994,1.6295862799309884,8.080527813249871,6.0572623392184095,8.860498301720984,0.933
2023-06-14,1,24,3,0,0,348.9022004963035,311.9178675088402,0.0,9.534906088910075,3,10.217759099408774,3128.1145804250605,279.17539738129574,0.001180554524848,88.89954853885018,310.92,6,2,0,2,1.003209402768687,1.484255515968793,9.734972364748543,13.794447801931884,12.59142244920794,1.0
2022-07-21,0,25,1,2,1,243.88494668795843,232.752132153586,1.1588933826876973,0.0,-1,9.90913857256202,2432.900120691295,143.6664646951798,0.0007838978393664,74.70267990254398,244.5,7,3,0,3,0.9519514607508628,1.3575443473270616,15.982814956327523,14.294893929931936,16.7061991647627,0.933
2023-08-17,2,22,3,1,0,259.05973729102925,224.35226627509,0.0,10.190724790568328,4,17.211360542214795,4024.495797616867,375.4004773106942,0.0,99.01486390603996,240.5,8,3,0,3,0.9328576560294802,1.3377862742982591,28.95461724480192,14.591739187051235,20.96211276177254,0.75
2022-09-08,3,1,5,0,0,204.66440563675783,178.72317863313185,0.0,15.246057810120664,4,20.989574939833417,3725.372838375441,175.46075546946724,0.0,125.22135755992063,190.97,9,3,0,3,0.9358704436986536,0.8379241702717384,15.198942594579291,17.15592374041883,18.85705691752908,0.5
2023-10-03,4,11,0,1,1,193.1781548505401,167.11621310563183,0.0,16.590626287939255,4,13.567790990049495,2117.644875654956,382.9477860136662,0.0002232635626038,106.65357057651624,164.32,10,1,0,4,1.017016876251411,0.8488757848491623,11.390076849755877,22.674762218973584,16.67659011902679,0.25
